userId,document_id,operation,timestamp,createdAt,Pak_time,date,description,detail,expenseModel_createdAt,expenseModel_image,expenseModel_selectionType,expenseModel_whoPaid,expenseModel_isAmountPaid,expenseModel_typeOfExpense,expenseModel_founderName,expenseModel_expenseDescription,expenseModel_vendorName,expenseModel_updatedAt,expenseModel_vendorId,nextSchedule,recurringFrequency,recurringTransaction,vatAmount,vatApplied,vatPaymentHistory,id,image,key,revenueModel_createdAt,revenueModel_customerId,revenueModel_customerName,revenueModel_description,revenueModel_directExpense_commissionCharges,revenueModel_directExpense_deliveryCharges,revenueModel_directExpense_materialCharges,revenueModel_directExpense_otherCharges,revenueModel_directExpense_discountValue,revenueModel_directExpense_discounts,revenueModel_founderName,revenueModel_hasInvoice,revenueModel_image,revenueModel_invoiceNum,revenueModel_isAmountPaid,revenueModel_orderReceived,revenueModel_productName,revenueModel_quantity,revenueModel_revenueRepeatCustomers,revenueModel_selectionType,revenueModel_updatedAt,revenueModel_whoPaid,savedTransaction,selectionType,type,updatedAt,value,document_id2,deletedPartialPayments_accountId,deletedPartialPayments_amount,deletedPartialPayments_date,deletedPartialPayments_whoPaid,deletedPartialPayments_updatesLogs_accountId,deletedPartialPayments_updatesLogs_amount,deletedPartialPayments_updatesLogs_date,deletedPartialPayments_updatesLogs_userId,deletedPartialPayments_updatesLogs_whoPaid,document_id3,paymentHistory_accountId,paymentHistory_amount,paymentHistory_date,paymentHistory_whoPaid,paymentHistory_updatesLogs_accountId,paymentHistory_updatesLogs_amount,paymentHistory_updatesLogs_date,paymentHistory_updatesLogs_userId,paymentHistory_updatesLogs_whoPaid,document_id4,revenueModel_productsList_active,revenueModel_productsList_directExpense_commissionCharges,revenueModel_productsList_directExpense_deliveryCharges,revenueModel_productsList_directExpense_materialCharges,revenueModel_productsList_directExpense_otherCharges,revenueModel_productsList_id,revenueModel_productsList_multiple,revenueModel_productsList_productName,revenueModel_productsList_quantity,revenueModel_productsList_revenueOrder
rK7M7qPDLpRZnyj396qAeMAZ1nv1,tXfZYz1k8JnvR3YR5iMY,IMPORT,2024-04-24 12:36:21.700000 UTC,2024-04-23 10:24:01.316000 UTC,2024-04-23T15:24:01.316000,1613538000000,433,,,,Manual,Company Account,No,Other Expense,,433,Top Tier Trading,,iPrfUM4geRPCwO9SrKTL,,,,4572.95,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713867841316,86886.05,tXfZYz1k8JnvR3YR5iMY,,,,,,,,,,tXfZYz1k8JnvR3YR5iMY,,,,,,,,,,tXfZYz1k8JnvR3YR5iMY,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,vlj5Ol13I2PIM0KUJFas,IMPORT,2024-04-24 12:36:23.670000 UTC,2024-04-23 09:45:54.800000 UTC,2024-04-23T14:45:54.800000,1679547600000,43,,,,Manual,Company Account,No,Inventory,,43,ABC Distributors,,uYN1V2RlBfFkqaHQyGx9,,,,2895.3500000000004,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713865554800,55011.65,vlj5Ol13I2PIM0KUJFas,,,,,,,,,,vlj5Ol13I2PIM0KUJFas,,,,,,,,,,vlj5Ol13I2PIM0KUJFas,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,0ZIxWs3JsET28p9NWK4l,IMPORT,2024-04-24 12:36:05.409000 UTC,2024-04-23 10:22:59.989000 UTC,2024-04-23T15:22:59.989000,1667970000000,423,,,,Manual,Company Account,No,Printing and Stationery,,423,Global Trading Co,,FpQe7dwDLjAxOyfVDwRA,,,,4174.85,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713867779989,79322.15,0ZIxWs3JsET28p9NWK4l,,,,,,,,,,0ZIxWs3JsET28p9NWK4l,,,,,,,,,,0ZIxWs3JsET28p9NWK4l,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,44AGrzzCnyqpqjPvw1Cd,IMPORT,2024-04-24 12:36:07.220000 UTC,2024-04-23 10:22:49.740000 UTC,2024-04-23T15:22:49.740000,1713589200000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Sale,7786,2554,40867,3309,0,0,,false,,468,No,9,,,2,Manual,,Company Account,,Manual,REVENUE,1713867769740,166048,44AGrzzCnyqpqjPvw1Cd,,,,,,,,,,44AGrzzCnyqpqjPvw1Cd,,,,,,,,,,44AGrzzCnyqpqjPvw1Cd,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,CYewT5YeNspVAnTXeDoD,IMPORT,2024-04-24 12:36:09.465000 UTC,2024-04-23 10:24:32.505000 UTC,2024-04-23T15:24:32.505000,1623819600000,Income,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Income,2727,1014,20594,1422,0,0,,false,,491,No,164,,,34,Manual,,Company Account,,Manual,REVENUE,1713867872505,82892,CYewT5YeNspVAnTXeDoD,,,,,,,,,,CYewT5YeNspVAnTXeDoD,,,,,,,,,,CYewT5YeNspVAnTXeDoD,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,Cni1zKbCt3tFBJ1GfoMc,IMPORT,2024-04-24 12:36:09.465000 UTC,2024-04-23 10:12:01.298000 UTC,2024-04-23T15:12:01.298000,1585717200000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Sale,2761,3396,46667,3054,0,0,,false,,320,Yes,84,,,18,Manual,,Company Account,,Manual,REVENUE,1713867121298,184615,Cni1zKbCt3tFBJ1GfoMc,,,,,,,,,,Cni1zKbCt3tFBJ1GfoMc,,167999.65,1585717200000,Company Account,,,,,,Cni1zKbCt3tFBJ1GfoMc,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,CtRTPsKxDhQn64sVeG6e,IMPORT,2024-04-24 12:36:09.465000 UTC,2024-04-23 10:10:58.580000 UTC,2024-04-23T15:10:58.580000,1672290000000,304,,,,Manual,Company Account,No,Taxation,,304,Best Buy Imports,,qPbE7YG5664jounaansZ,,,,3424.6000000000004,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713867058580,65067.4,CtRTPsKxDhQn64sVeG6e,,,,,,,,,,CtRTPsKxDhQn64sVeG6e,,,,,,,,,,CtRTPsKxDhQn64sVeG6e,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,EZs2kwgUu41OsqGgvNCn,IMPORT,2024-04-24 12:36:11.418000 UTC,2024-04-23 10:13:20.091000 UTC,2024-04-23T15:13:20.091000,1613710800000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Sale,3169,799,17530,414,0,0,,false,,338,No,162,,,34,Manual,,Company Account,,Manual,REVENUE,1713867200091,78662,EZs2kwgUu41OsqGgvNCn,,,,,,,,,,EZs2kwgUu41OsqGgvNCn,,,,,,,,,,EZs2kwgUu41OsqGgvNCn,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,ZVRgyNDKi98SbTgNjKMH,IMPORT,2024-04-24 12:36:19.728000 UTC,2024-04-23 09:53:24.236000 UTC,2024-04-23T14:53:24.236000,1618376400000,Income,,,,,,,,,,,,,,,,0,false,,,,,,OlZVPgUwTh4ymczxrhMi,Ibrahim,Income,4127,1687,41141,2219,0,0,,false,,127,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713866004236,145755,ZVRgyNDKi98SbTgNjKMH,,,,,,,,,,ZVRgyNDKi98SbTgNjKMH,,,,,,,,,,ZVRgyNDKi98SbTgNjKMH,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,aPPftM5rY2GHRhfPLkFH,IMPORT,2024-04-24 12:36:19.728000 UTC,2024-04-23 09:56:56.262000 UTC,2024-04-23T14:56:56.262000,1598072400000,160,,,,Manual,Company Account,No,Taxation,,160,Top Tier Trading,,iPrfUM4geRPCwO9SrKTL,,,,3466.8500000000004,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713866216262,65870.15,aPPftM5rY2GHRhfPLkFH,,,,,,,,,,aPPftM5rY2GHRhfPLkFH,,,,,,,,,,aPPftM5rY2GHRhfPLkFH,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,gzYiwy9QiiSgWAy7Xg9t,IMPORT,2024-04-24 12:36:19.730000 UTC,2024-04-23 10:12:52.434000 UTC,2024-04-23T15:12:52.434000,1671685200000,323,,,,Manual,Company Account,No,Utilities & Internet,,323,Quality Products Ltd,,OYmmWUa9xfJEM4BYlZKt,,,,1492.5500000000002,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713867172434,28358.45,gzYiwy9QiiSgWAy7Xg9t,,,,,,,,,,gzYiwy9QiiSgWAy7Xg9t,,,,,,,,,,gzYiwy9QiiSgWAy7Xg9t,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,iDeNdITSwafinW7Pg6Y5,IMPORT,2024-04-24 12:36:19.731000 UTC,2024-04-23 10:13:11.483000 UTC,2024-04-23T15:13:11.483000,1620018000000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Sale,1865,2403,35949,2235,0,0,,false,,336,No,11,,,2,Manual,,Company Account,,Manual,REVENUE,1713867191483,138357,iDeNdITSwafinW7Pg6Y5,,,,,,,,,,iDeNdITSwafinW7Pg6Y5,,,,,,,,,,iDeNdITSwafinW7Pg6Y5,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,mR04mshQSdqBbAhE6k9a,IMPORT,2024-04-24 12:36:19.732000 UTC,2024-04-23 10:01:41.309000 UTC,2024-04-23T15:01:41.309000,1612587600000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,cFilN7y04A32AnMF1Jp7,Ali,Sale,1999,1160,20884,2187,0,0,,false,,212,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713866501309,84507,mR04mshQSdqBbAhE6k9a,,,,,,,,,,mR04mshQSdqBbAhE6k9a,,,,,,,,,,mR04mshQSdqBbAhE6k9a,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,nFVup868mYm9dRqa8udX,IMPORT,2024-04-24 12:36:19.732000 UTC,2024-04-23 09:49:13.553000 UTC,2024-04-23T14:49:13.553000,1647579600000,Income,,,,,,,,,,,,,,,,0,false,,,,,,NfEmD7uK6JRyFP8SLAUI,Omar,Income,1694,1337,32095,2709,0,0,,false,,83,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713865753553,113104,nFVup868mYm9dRqa8udX,,,,,,,,,,nFVup868mYm9dRqa8udX,,,,,,,,,,nFVup868mYm9dRqa8udX,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,YkyBI2a3js35rOP9SI0m,IMPORT,2024-04-24 12:36:17.313000 UTC,2024-04-23 10:24:25.719000 UTC,2024-04-23T15:24:25.719000,1599109200000,437,,,,Manual,Company Account,No,Rent,,437,Perfect Partners Inc,,YisA4KhIJREbs3Dn6zCQ,,,,4836.1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713867865719,91885.9,YkyBI2a3js35rOP9SI0m,,,,,,,,,,YkyBI2a3js35rOP9SI0m,,,,,,,,,,YkyBI2a3js35rOP9SI0m,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,auYkYuVDvmOX7xHz5BqU,IMPORT,2024-04-24 12:36:19.729000 UTC,2024-04-23 09:59:42.933000 UTC,2024-04-23T14:59:42.933000,1677214800000,189,,,,Manual,Company Account,No,Transport & Fuel,,189,Lilly,,LPNyEgUIX5UNiS0FDSth,,,,2128.6,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713866382933,40443.4,auYkYuVDvmOX7xHz5BqU,,,,,,,,,,auYkYuVDvmOX7xHz5BqU,,,,,,,,,,auYkYuVDvmOX7xHz5BqU,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,bSDEMa1aEpTkNMH8eOXe,IMPORT,2024-04-24 12:36:19.729000 UTC,2024-04-23 09:55:42.482000 UTC,2024-04-23T14:55:42.482000,1592629200000,147,,,,Manual,Company Account,No,Utilities & Internet,,147,Lilly,,LPNyEgUIX5UNiS0FDSth,,,,646.5500000000001,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713866142482,12284.45,bSDEMa1aEpTkNMH8eOXe,,,,,,,,,,bSDEMa1aEpTkNMH8eOXe,,,,,,,,,,bSDEMa1aEpTkNMH8eOXe,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,l40qxVIPsGdk1D0pAZa4,IMPORT,2024-04-24 12:36:19.732000 UTC,2024-04-23 10:08:04.197000 UTC,2024-04-23T15:08:04.197000,1701838800000,275,,,,Manual,Company Account,No,Utilities & Internet,,275,XYZ Enterprises,,Iv2xxVMultM1onblb5Af,,,,1367.7,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713866884197,25986.3,l40qxVIPsGdk1D0pAZa4,,,,,,,,,,l40qxVIPsGdk1D0pAZa4,,,,,,,,,,l40qxVIPsGdk1D0pAZa4,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,rJZnf0O6mcrHo1ktKAUz,IMPORT,2024-04-24 12:36:19.734000 UTC,2024-04-23 09:58:26.903000 UTC,2024-04-23T14:58:26.903000,1659243600000,176,,,,Manual,Company Account,No,Taxation,,176,Quality Products Ltd,,OYmmWUa9xfJEM4BYlZKt,,,,4139.400000000001,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713866306903,78648.6,rJZnf0O6mcrHo1ktKAUz,,,,,,,,,,rJZnf0O6mcrHo1ktKAUz,,,,,,,,,,rJZnf0O6mcrHo1ktKAUz,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,5VWPIGL9UADKMr2s1Ys8,IMPORT,2024-04-24 12:36:07.220000 UTC,2024-04-23 09:53:38.034000 UTC,2024-04-23T14:53:38.034000,1682398800000,125,,,,Manual,Company Account,No,Transport & Fuel,,125,United Suppliers Corporation,,kTv1oPiuu2OzF6f5ojBK,,,,4233.900000000001,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713866018034,80444.1,5VWPIGL9UADKMr2s1Ys8,,,,,,,,,,5VWPIGL9UADKMr2s1Ys8,,,,,,,,,,5VWPIGL9UADKMr2s1Ys8,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,8PwJYtG9iVWNvAWQMIoj,IMPORT,2024-04-24 12:36:07.221000 UTC,2024-04-23 10:24:54.272000 UTC,2024-04-23T15:24:54.272000,1675486800000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Sale,2948,1004,15856,1597,0,0,,false,,496,No,53,,,11,Manual,,Company Account,,Manual,REVENUE,1713867894272,66413,8PwJYtG9iVWNvAWQMIoj,,,,,,,,,,8PwJYtG9iVWNvAWQMIoj,,,,,,,,,,8PwJYtG9iVWNvAWQMIoj,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,EMX3omsKoTKanxc9zxjG,IMPORT,2024-04-24 12:36:11.418000 UTC,2024-04-23 10:01:25.986000 UTC,2024-04-23T15:01:25.986000,1660885200000,KFC,,,,Manual,Company Account,No,Meals & Entertainment,,KFC,Allied Wholesale Group,,6BRQVLsfex2AEsWaaLo5,,,,3329.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713866485986,63260.5,EMX3omsKoTKanxc9zxjG,,,,,,,,,,EMX3omsKoTKanxc9zxjG,,,,,,,,,,EMX3omsKoTKanxc9zxjG,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,GKA2EAbccm590CfRRNJF,IMPORT,2024-04-24 12:36:11.419000 UTC,2024-04-23 10:03:34.021000 UTC,2024-04-23T15:03:34.021000,1668920400000,Income,,,,,,,,,,,,,,,,0,false,,,,,,cFilN7y04A32AnMF1Jp7,Ali,Income,4604,2285,34084,1016,0,0,,false,,231,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713866614021,140252,GKA2EAbccm590CfRRNJF,,,,,,,,,,GKA2EAbccm590CfRRNJF,,,,,,,,,,GKA2EAbccm590CfRRNJF,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,PbgtS7C61PmSAWyoDJJn,IMPORT,2024-04-24 12:36:17.310000 UTC,2024-04-23 10:22:36.180000 UTC,2024-04-23T15:22:36.180000,1713243600000,Income,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Income,2714,1897,29100,3510,0,0,,false,,465,Partial,176,,,37,Manual,,Company Account,,Manual,REVENUE,1713867756180,126879,PbgtS7C61PmSAWyoDJJn,,,,,,,,,,PbgtS7C61PmSAWyoDJJn,,33871.95,1713243600000,Company Account,,,,,,PbgtS7C61PmSAWyoDJJn,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,blzAgQ8kiHcLtM187PNV,IMPORT,2024-04-24 12:36:19.729000 UTC,2024-04-23 09:48:27.422000 UTC,2024-04-23T14:48:27.422000,1687064400000,Facebook,,,,Manual,Company Account,No,Marketing & Business Development,,Facebook,Elite Manufacturing,,tIj6r9dd8WxtJWZa8Ff2,,,,4273.25,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713865707422,81191.75,blzAgQ8kiHcLtM187PNV,,,,,,,,,,blzAgQ8kiHcLtM187PNV,,,,,,,,,,blzAgQ8kiHcLtM187PNV,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,kPC3EeOz8BzgCSCE6Jkm,IMPORT,2024-04-24 12:36:19.732000 UTC,2024-04-23 10:13:45.926000 UTC,2024-04-23T15:13:45.926000,1674190800000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Sale,1663,2095,33911,2594,0,0,,false,,344,No,110,,,23,Manual,,Company Account,,Manual,REVENUE,1713867225926,141538,kPC3EeOz8BzgCSCE6Jkm,,,,,,,,,,kPC3EeOz8BzgCSCE6Jkm,,,,,,,,,,kPC3EeOz8BzgCSCE6Jkm,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,sHvKSvwoulsXLE6CAx9t,IMPORT,2024-04-24 12:36:19.734000 UTC,2024-04-23 10:32:02.428000 UTC,2024-04-23T15:32:02.428000,1668142800000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Sale,2138,2780,53257,5561,0,0,,false,,586,Yes,95,,,20,Manual,,Company Account,,Manual,REVENUE,1713868322428,192736,sHvKSvwoulsXLE6CAx9t,,,,,,,,,,sHvKSvwoulsXLE6CAx9t,,186953.92,1668142800000,Company Account,,,,,,sHvKSvwoulsXLE6CAx9t,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,stVLr4iUkez8rGDLb6Hn,IMPORT,2024-04-24 12:36:19.734000 UTC,2024-04-23 09:55:54.023000 UTC,2024-04-23T14:55:54.023000,1707022800000,149,,,,Manual,Company Account,No,Rent,,149,XYZ Enterprises,,Iv2xxVMultM1onblb5Af,,,,915.95,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713866154023,17403.05,stVLr4iUkez8rGDLb6Hn,,,,,,,,,,stVLr4iUkez8rGDLb6Hn,,,,,,,,,,stVLr4iUkez8rGDLb6Hn,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,3x9Lk8isfYrzUW8bu5qI,IMPORT,2024-04-24 12:36:07.220000 UTC,2024-04-23 09:43:36.804000 UTC,2024-04-23T14:43:36.804000,1636261200000,18,,,,Manual,Company Account,No,Payroll,,18,Allied Wholesale Group,,6BRQVLsfex2AEsWaaLo5,,,,4566.55,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713865416804,86764.45,3x9Lk8isfYrzUW8bu5qI,,,,,,,,,,3x9Lk8isfYrzUW8bu5qI,,,,,,,,,,3x9Lk8isfYrzUW8bu5qI,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,4056zJI2Wi6Ogd0krQ2N,IMPORT,2024-04-24 12:36:07.220000 UTC,2024-04-23 10:21:52.506000 UTC,2024-04-23T15:21:52.506000,1639458000000,Income,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Income,3727,2416,28376,913,0,0,,false,,455,No,170,,,36,Manual,,Company Account,,Manual,REVENUE,1713867712506,139359,4056zJI2Wi6Ogd0krQ2N,,,,,,,,,,4056zJI2Wi6Ogd0krQ2N,,,,,,,,,,4056zJI2Wi6Ogd0krQ2N,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,6inaot5iYNvGv8B9V2bX,IMPORT,2024-04-24 12:36:07.220000 UTC,2024-04-23 09:57:13.337000 UTC,2024-04-23T14:57:13.337000,1653627600000,163,,,,Manual,Company Account,No,Utilities & Internet,,163,Infinite Imports,,53nbGTcnsdc8LDiDWTI7,,,,1825.8500000000001,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713866233337,34691.15,6inaot5iYNvGv8B9V2bX,,,,,,,,,,6inaot5iYNvGv8B9V2bX,,,,,,,,,,6inaot5iYNvGv8B9V2bX,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,CK39LCN9FSLK1M2uH2JC,IMPORT,2024-04-24 12:36:09.465000 UTC,2024-04-23 09:44:04.787000 UTC,2024-04-23T14:44:04.787000,1610427600000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,VKHd83ACDKohAexvr8pE,Hassan,Sale,2256,2503,37209,3457,0,0,,false,,28,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713865444787,173853,CK39LCN9FSLK1M2uH2JC,,,,,,,,,,CK39LCN9FSLK1M2uH2JC,,,,,,,,,,CK39LCN9FSLK1M2uH2JC,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,SoEOkGJvyOnjEZ5ShWpB,IMPORT,2024-04-24 12:36:17.312000 UTC,2024-04-23 09:42:45.592000 UTC,2024-04-23T14:42:45.592000,1580101200000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,qV6oYUrflUXdm8924Kxg,Layla,Sale,1192,1136,20122,2077,0,0,,false,,14,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713865365592,70514,SoEOkGJvyOnjEZ5ShWpB,,,,,,,,,,SoEOkGJvyOnjEZ5ShWpB,,,,,,,,,,SoEOkGJvyOnjEZ5ShWpB,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,WKg8XiUvaCHiGSOjxFZt,IMPORT,2024-04-24 12:36:17.312000 UTC,2024-04-23 09:46:50.597000 UTC,2024-04-23T14:46:50.597000,1635829200000,53,,,,Manual,Company Account,No,Rent,,53,Premier Distributors,,XJmtyXRUCOEMygaXz62j,,,,2667.6000000000004,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713865610597,50684.4,WKg8XiUvaCHiGSOjxFZt,,,,,,,,,,WKg8XiUvaCHiGSOjxFZt,,,,,,,,,,WKg8XiUvaCHiGSOjxFZt,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,YjoQT4z3hjzTmC0NEGsU,IMPORT,2024-04-24 12:36:17.313000 UTC,2024-04-23 10:20:21.486000 UTC,2024-04-23T15:20:21.486000,1678078800000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Sale,3143,679,14056,946,0,0,,false,,434,No,28,,,6,Manual,,Company Account,,Manual,REVENUE,1713867621486,65878,YjoQT4z3hjzTmC0NEGsU,,,,,,,,,,YjoQT4z3hjzTmC0NEGsU,,,,,,,,,,YjoQT4z3hjzTmC0NEGsU,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,Yp7GDLTtY9jshbEFYYFC,IMPORT,2024-04-24 12:36:17.313000 UTC,2024-04-23 09:43:54.173000 UTC,2024-04-23T14:43:54.173000,1640926800000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,NfEmD7uK6JRyFP8SLAUI,Omar,Sale,3424,2745,32556,1460,0,0,,false,,26,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713865434173,137863,Yp7GDLTtY9jshbEFYYFC,,,,,,,,,,Yp7GDLTtY9jshbEFYYFC,,,,,,,,,,Yp7GDLTtY9jshbEFYYFC,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,g71HjK9HXX9oz83JAuPj,IMPORT,2024-04-24 12:36:19.730000 UTC,2024-04-23 10:18:48.942000 UTC,2024-04-23T15:18:48.942000,1612760400000,382,,,,Manual,Company Account,No,Office Supplies,,382,Reliable Suppliers Inc,,drVUxsv96OG1Cu4BrsjO,,,,2981.55,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,EXPENSE,1713867528942,56649.45,g71HjK9HXX9oz83JAuPj,,,,,,,,,,g71HjK9HXX9oz83JAuPj,,,,,,,,,,g71HjK9HXX9oz83JAuPj,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,gVX2Ph3Z96L2cosxz0GN,IMPORT,2024-04-24 12:36:19.730000 UTC,2024-04-23 10:25:50.252000 UTC,2024-04-23T15:25:50.252000,1604120400000,Income,,,,,,,,,,,,,,,,0,false,,,,,,H5teYqwHOD07TIy9gpJa,,Income,3810,1929,26302,1331,0,0,,false,,509,No,101,,,21,Manual,,Company Account,,Manual,REVENUE,1713867950252,110339,gVX2Ph3Z96L2cosxz0GN,,,,,,,,,,gVX2Ph3Z96L2cosxz0GN,,,,,,,,,,gVX2Ph3Z96L2cosxz0GN,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,0VBdIBSjpgVcbuITPnNJ,IMPORT,2024-04-24 12:36:05.409000 UTC,2024-04-23 09:58:49.843000 UTC,2024-04-23T14:58:49.843000,1701406800000,Income,,,,,,,,,,,,,,,,0,false,,,,,,8PMDW8fgGIgfGMN3hASi,Zainab,Income,2909,1631,24984,2652,0,0,,false,,183,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713866329843,107022,0VBdIBSjpgVcbuITPnNJ,,,,,,,,,,0VBdIBSjpgVcbuITPnNJ,,,,,,,,,,0VBdIBSjpgVcbuITPnNJ,,,,,,,,,,
rK7M7qPDLpRZnyj396qAeMAZ1nv1,4sjMMqbQG0K64XIz24wN,IMPORT,2024-04-24 12:36:07.220000 UTC,2024-04-23 09:47:25.386000 UTC,2024-04-23T14:47:25.386000,1622350800000,Sale,,,,,,,,,,,,,,,,0,false,,,,,,NfEmD7uK6JRyFP8SLAUI,Omar,Sale,3724,2307,32878,1885,0,0,,false,,64,No,1,,,0,Manual,,Company Account,,Manual,REVENUE,1713865645386,153543,4sjMMqbQG0K64XIz24wN,,,,,,,,,,4sjMMqbQG0K64XIz24wN,,,,,,,,,,4sjMMqbQG0K64XIz24wN,,,,,,,,,,
